code,name,trade_date,dailyline_found,auction_pct,open_pct,close_pct,excess_return,prev_close,day_open,day_high,day_low,day_close
301502,华阳智能,2026-05-19,True,2.0,2.0,3.5062,1.5062,81.0,82.62,88.96,82.62,83.84
603777,来伊份,2026-05-19,True,1.59,1.5905,-1.4911,-3.0811,20.12,20.44,20.76,19.51,19.82
002708,光洋股份,2026-05-19,True,3.16,3.1606,-0.6953,-3.8553,15.82,16.32,16.5,15.58,15.71
603311,金海高科,2026-05-19,True,2.24,2.2432,9.9961,7.7561,25.41,25.98,27.95,25.98,27.95
600396,华电辽能,2026-05-19,True,-9.82,-9.8152,2.9318,12.7518,15.69,14.15,16.9,14.15,16.15
002081,金螳螂,2026-05-19,True,-4.53,-4.5262,-2.4045,2.1255,7.07,6.75,7.33,6.46,6.9
002181,粤传媒,2026-05-19,True,-7.62,-7.6185,-9.9887,-2.3687,17.72,16.37,16.73,15.95,15.95
603773,沃格光电,2026-05-19,True,-9.04,-9.0384,4.8007,13.8407,67.49,61.39,74.0,61.39,70.73
002407,多氟多,2026-05-19,True,-2.04,-2.0376,-1.6142,0.4258,37.79,37.02,37.99,36.04,37.18
600118,中国卫星,2026-05-19,True,-6.46,-6.4589,-9.9979,-3.5379,96.92,90.66,91.99,87.23,87.23
002428,云南锗业,2026-05-19,True,-1.4,-1.3998,-0.9296,0.4704,91.44,90.16,90.85,85.33,90.59
600584,长电科技,2026-05-19,True,-2.43,-2.4344,4.2517,6.6817,58.33,56.91,61.0,56.08,60.81
600667,太极实业,2026-05-19,True,-1.6,-1.6043,0.0764,1.6764,13.09,12.88,13.11,12.42,13.1
002915,中欣氟材,2026-05-19,True,-1.75,-1.75,-2.3333,-0.5833,24.0,23.58,23.99,22.9,23.44
002297,博云新材,2026-05-19,True,-1.5,-1.4972,-5.4374,-3.9374,25.38,25.0,25.29,23.23,24.0
603738,泰晶科技,2026-05-19,True,-0.31,-0.3148,-2.7778,-2.4678,54.0,53.83,54.78,50.34,52.5
002409,雅克科技,2026-05-19,True,-1.07,-1.0684,1.55,2.62,114.19,112.97,115.96,107.44,115.96
603156,养元饮品,2026-05-19,True,1.09,1.0882,-6.0241,-7.1141,51.46,52.02,52.38,46.31,48.36
300259,新天科技,2026-05-19,True,0.32,0.3175,9.5238,9.2038,6.3,6.32,6.96,6.22,6.9
002281,光迅科技,2026-05-19,True,-0.19,-0.1906,10.0,10.19,209.9,209.5,230.89,203.01,230.89
601138,工业富联,2026-05-19,True,-0.99,-0.9858,-0.6089,0.3811,68.98,68.3,69.04,66.4,68.56
300166,东方国信,2026-05-19,True,2.62,2.6154,9.9487,7.3287,19.5,20.01,21.98,19.66,21.44
002971,和远气体,2026-05-19,True,-6.65,-6.6453,-5.1932,1.4568,40.63,37.93,40.54,37.93,38.52
300184,力源信息,2026-05-19,True,1.77,1.7699,2.9272,1.1572,14.69,14.95,15.14,14.48,15.12
300623,捷捷微电,2026-05-19,True,1.78,1.7823,4.5194,2.7394,31.42,31.98,32.96,31.9,32.84
002506,协鑫集成,2026-05-19,True,1.15,1.1494,-1.1494,-2.2994,4.35,4.4,4.48,4.24,4.3
600783,鲁信创投,2026-05-19,True,1.18,1.1786,0.3626,-0.8174,22.06,22.32,23.49,21.88,22.14
601778,晶科科技,2026-05-19,True,-0.3,-0.303,1.0606,1.3606,6.6,6.58,6.71,6.31,6.67
603163,圣晖集成,2026-05-19,True,3.62,3.6223,10.0018,6.3818,110.98,115.0,122.08,107.0,122.08
300118,东方日升,2026-05-19,True,2.1,2.1029,-0.8854,-2.9854,18.07,18.45,18.88,17.59,17.91
301683,慧谷新材,2026-05-19,True,1.12,1.119,-3.822,-4.942,148.35,150.01,153.0,141.5,142.68
688726,拉普拉斯,2026-05-19,True,2.61,2.6068,-4.2291,-6.8391,72.12,74.0,74.28,67.86,69.07
300102,乾照光电,2026-05-19,True,2.97,2.9724,1.0262,-1.9438,28.26,29.1,29.31,28.06,28.55
688150,莱特光电,2026-05-19,True,1.61,1.606,1.8107,0.2007,63.51,64.53,64.93,60.62,64.66
688360,德马科技,2026-05-19,True,4.47,4.4665,20.0,15.53,20.15,21.05,24.18,21.02,24.18
301078,孩子王,2026-05-19,True,4.58,4.5828,9.8707,5.2907,8.51,8.9,9.53,8.74,9.35
300421,力星股份,2026-05-19,True,2.33,2.3315,0.8015,-1.5285,27.45,28.09,28.22,27.33,27.67
688628,优利德,2026-05-19,True,3.22,3.2158,7.5519,4.3319,96.4,99.5,105.21,97.5,103.68
300806,斯迪克,2026-05-19,True,2.41,2.405,-3.7504,-6.1604,83.99,86.01,87.0,77.0,80.84
300667,必创科技,2026-05-19,True,3.96,3.965,4.3769,0.4169,19.42,20.19,20.5,19.43,20.27
002067,景兴纸业,2026-05-19,True,10.0,10.0,10.0,0.0,4.8,5.28,5.28,5.21,5.28
300721,怡达股份,2026-05-19,True,10.07,10.0678,10.9713,0.9013,30.99,34.11,35.0,32.56,34.39
603779,威龙股份,2026-05-19,True,9.99,9.9908,9.9908,0.0008,10.91,12.0,12.0,12.0,12.0
001259,利仁科技,2026-05-19,True,9.95,9.9474,10.0075,0.0575,66.55,73.17,73.21,71.68,73.21
603278,大业股份,2026-05-19,True,-7.26,-7.2642,-3.5149,3.7451,17.07,15.83,17.49,15.83,16.47
301696,三瑞智能,2026-05-19,True,-3.2,-3.1958,2.2091,5.4091,157.08,152.06,169.0,152.06,160.55
605488,福莱新材,2026-05-19,True,5.77,5.7681,9.9943,4.2243,35.02,37.04,38.52,37.04,38.52
603986,兆易创新,2026-05-19,True,-2.5,-2.5,1.14,3.64,400.0,390.0,410.0,380.02,404.56
601991,大唐发电,2026-05-19,True,,0.0,5.6747,,7.93,7.93,8.64,7.75,8.38
300695,兆丰股份,2026-05-19,True,5.7,5.704,7.9882,2.2882,74.86,79.13,83.5,76.0,80.84
300302,同有科技,2026-05-19,True,8.47,8.472,11.0903,2.6203,53.47,58.0,62.0,57.06,59.4
688603,天承科技,2026-05-19,True,2.23,2.2253,7.8581,5.6281,143.8,147.0,156.88,147.0,155.1
603657,春光科技,2026-05-19,True,5.07,5.0714,-1.0325,-6.1025,32.93,34.6,36.22,31.47,32.59
001306,夏厦精密,2026-05-19,True,3.75,3.7505,2.9171,-0.8329,71.99,74.69,77.13,73.68,74.09
605319,无锡振华,2026-05-19,True,1.14,1.1372,-1.6875,-2.8275,27.26,27.57,27.57,26.71,26.8
601198,东兴证券,2026-05-19,True,3.75,3.75,5.2344,1.4844,12.8,13.28,13.6,13.18,13.47
603915,国茂股份,2026-05-19,True,5.6,5.597,-4.2111,-9.8111,18.76,19.81,20.54,17.82,17.97
002625,光启技术,2026-05-19,True,1.86,1.8565,1.3297,-0.5303,39.86,40.6,41.12,39.7,40.39
603082,北自科技,2026-05-19,True,9.99,9.9936,9.9936,0.0036,46.53,51.18,51.18,51.17,51.18
002036,联创电子,2026-05-19,True,1.97,1.9653,2.0809,0.1109,8.65,8.82,8.94,8.64,8.83
601512,中新集团,2026-05-19,True,2.78,2.7837,-1.2848,-4.0648,9.34,9.6,9.7,9.16,9.22
603206,嘉环科技,2026-05-19,True,1.26,1.2552,9.9895,8.7295,19.12,19.36,21.03,19.31,21.03
603859,能科科技,2026-05-19,True,1.43,1.4342,-0.0441,-1.4741,45.32,45.97,47.56,44.79,45.3
300375,鹏翎股份,2026-05-19,True,0.0,0.0,2.0121,2.0121,4.97,4.97,5.13,4.95,5.07
600640,国脉文化,2026-05-19,True,-0.36,-0.3618,-0.7236,-0.3636,13.82,13.77,14.6,13.5,13.72
002208,合肥城建,2026-05-19,True,2.89,2.8897,9.9825,7.0925,22.84,23.5,25.12,23.2,25.12
000988,华工科技,2026-05-19,True,2.5,2.4969,7.4773,4.9773,147.38,151.06,159.69,147.28,158.4
600758,辽宁能源,2026-05-19,True,2.98,2.9787,10.0,7.02,4.7,4.84,5.17,4.8,5.17
603360,百傲化学,2026-05-19,True,2.48,2.4834,6.4302,3.9502,22.55,23.11,24.04,22.65,24.0
600996,贵广网络,2026-05-19,True,0.99,0.989,5.0549,4.0649,9.1,9.19,9.89,9.05,9.56
002881,美格智能,2026-05-19,True,0.52,0.5152,2.2625,1.7425,44.64,44.87,45.75,43.55,45.65
601678,滨化股份,2026-05-19,True,0.0,0.0,-3.1299,-3.1299,6.39,6.39,6.39,6.0,6.19
000021,深科技,2026-05-19,True,0.0,0.0,1.7283,1.7283,37.03,37.03,38.38,35.95,37.67
605218,伟时电子,2026-05-19,True,0.0,0.0,10.0258,10.0258,19.35,19.35,21.29,19.35,21.29
002354,天娱数科,2026-05-19,True,-0.99,-0.9887,0.7062,1.6962,7.08,7.01,7.49,6.9,7.13
000672,上峰水泥,2026-05-19,True,-1.48,-1.4815,-3.9683,-2.4883,18.9,18.62,18.62,17.01,18.15
002421,达实智能,2026-05-19,True,9.92,9.915,9.915,-0.005,3.53,3.88,3.88,3.88,3.88
001258,立新能源,2026-05-19,True,8.57,8.5686,2.3369,-6.2331,10.27,11.15,11.18,10.03,10.51
003018,金富科技,2026-05-19,True,6.07,6.0723,2.2291,-3.8409,65.05,69.0,71.56,64.15,66.5
600860,京城股份,2026-05-19,True,4.86,4.8618,4.1945,-0.6655,10.49,11.0,11.3,10.88,10.93
002173,创新医疗,2026-05-19,True,5.81,5.8059,10.0087,4.1987,23.08,24.42,25.39,24.2,25.39
688507,索辰科技,2026-05-19,True,9.52,9.5179,18.0437,8.5237,129.02,141.3,154.82,135.0,152.3
300657,弘信电子,2026-05-19,True,10.62,10.6221,20.0,9.38,43.4,48.01,52.08,48.01,52.08
000417,合百集团,2026-05-19,True,10.04,10.0381,10.0381,-0.0019,7.87,8.66,8.66,8.66,8.66
600506,统一股份,2026-05-19,True,10.02,10.022,10.022,0.002,18.16,19.98,19.98,19.98,19.98
600376,首开股份,2026-05-19,True,8.67,8.6667,2.6667,-6.0033,4.5,4.89,4.9,4.57,4.62
688623,双元科技,2026-05-19,True,4.7,4.6958,9.8891,5.1891,96.47,101.0,106.01,101.0,106.01
601059,信达证券,2026-05-19,True,3.18,3.1794,2.8794,-0.3006,16.67,17.2,17.2,17.01,17.15
603607,京华激光,2026-05-19,True,2.48,2.4767,1.1774,-1.3026,24.63,25.24,25.86,24.69,24.92
300755,华致酒行,2026-05-19,True,7.47,7.4702,13.1199,5.6499,15.93,17.12,18.3,16.6,18.02
688580,伟思医疗,2026-05-19,True,1.39,1.39,-0.3925,-1.7825,61.15,62.0,64.29,60.08,60.91
920167,同享科技,2026-05-19,False,5.4,,,,,,,,
688231,隆达股份,2026-05-19,True,1.78,1.7791,-3.5582,-5.3382,51.15,52.06,52.73,48.27,49.33
300753,爱朋医疗,2026-05-19,True,3.07,3.0729,2.2584,-0.8116,27.01,27.84,29.2,27.37,27.62
300637,扬帆新材,2026-05-19,True,1.96,1.9625,3.0717,1.1117,11.72,11.95,12.89,11.9,12.08
000055,方大集团,2026-05-19,True,2.14,2.139,-0.2674,-2.4074,3.74,3.82,3.83,3.67,3.73
002327,富安娜,2026-05-19,True,1.08,1.0753,-2.4194,-3.4994,7.44,7.52,7.92,7.17,7.26
688177,百奥泰,2026-05-19,True,2.0,2.0041,1.7472,-0.2528,19.46,19.85,20.83,19.32,19.8
688190,云路股份,2026-05-19,True,5.38,5.3788,7.132,1.752,92.4,97.37,102.47,94.08,98.99
301120,新特电气,2026-05-19,True,2.41,2.4096,20.0,17.59,20.75,21.25,24.9,20.89,24.9
600775,南京熊猫,2026-05-19,True,3.95,3.9494,4.9763,1.0263,12.66,13.16,13.7,13.11,13.29
300640,德艺文创,2026-05-19,True,1.26,1.2594,0.7557,-0.5043,7.94,8.04,8.29,7.82,8.0
603818,曲美家居,2026-05-19,True,1.08,1.084,0.542,-0.538,3.69,3.73,3.83,3.64,3.71
000031,大悦城,2026-05-19,True,2.52,2.518,2.8777,0.3577,2.78,2.85,2.95,2.8,2.86
300875,捷强装备,2026-05-19,True,5.7,5.6959,2.5773,-3.1227,38.8,41.01,41.66,39.79,39.8
002422,科伦药业,2026-05-19,True,1.7,1.6977,5.5828,3.8828,30.63,31.15,33.0,31.15,32.34
301397,溯联股份,2026-05-19,True,2.67,2.6667,2.9383,0.2683,40.5,41.58,42.5,40.58,41.69
601995,中金公司,2026-05-19,True,1.01,1.0131,2.4434,1.4334,33.56,33.9,34.38,33.75,34.38
301033,迈普医学,2026-05-19,True,2.75,2.7485,2.0932,-0.6568,54.94,56.45,58.67,55.14,56.09
688626,翔宇医疗,2026-05-19,True,3.47,3.4667,4.7167,1.2467,60.0,62.08,66.01,61.51,62.83
300420,五洋自控,2026-05-19,True,5.01,5.0114,3.1891,-1.8209,4.39,4.61,4.67,4.4,4.53
301293,三博脑科,2026-05-19,True,5.29,5.2871,9.0592,3.7692,66.01,69.5,74.59,69.32,71.99
300616,尚品宅配,2026-05-19,True,1.49,1.4935,20.0,18.51,15.4,15.63,18.48,15.4,18.48
301089,拓新药业,2026-05-19,True,1.44,1.4412,0.5174,-0.9226,27.06,27.45,27.7,27.14,27.2
300153,科泰电源,2026-05-19,True,7.59,7.5926,-2.8086,-10.3986,32.4,34.86,34.98,30.34,31.49
002416,爱施德,2026-05-19,True,2.04,2.0425,0.817,-1.223,12.24,12.49,12.65,12.18,12.34
688080,映翰通,2026-05-19,True,1.39,1.3868,4.0087,2.6187,46.15,46.79,48.9,46.51,48.0
688182,灿勤科技,2026-05-19,True,7.31,7.3091,20.0109,12.7009,36.53,39.2,43.84,39.2,43.84
300471,厚普股份,2026-05-19,True,1.13,1.1255,0.6926,-0.4374,11.55,11.68,12.03,11.44,11.63
301193,家联科技,2026-05-19,True,1.36,1.3622,2.2035,0.8435,24.96,25.3,26.58,25.17,25.51
002442,龙星科技,2026-05-19,True,3.4,3.3956,3.3956,-0.0044,5.89,6.09,6.28,5.98,6.09
301275,汉朔科技,2026-05-19,True,1.04,1.0363,5.829,4.789,46.32,46.8,49.5,46.66,49.02
600562,国睿科技,2026-05-19,True,1.61,1.6058,1.4452,-0.1648,24.91,25.31,25.31,24.71,25.27
600708,光明地产,2026-05-19,True,1.59,1.5873,-3.4392,-5.0292,3.78,3.84,3.95,3.65,3.65
002612,朗姿股份,2026-05-19,True,1.16,1.1564,1.5825,0.4225,16.43,16.62,16.77,16.49,16.69
688682,霍莱沃,2026-05-19,True,1.06,1.0563,1.0156,-0.0444,49.23,49.75,50.53,47.05,49.73
300528,幸福蓝海,2026-05-19,True,2.04,2.0395,9.4328,7.3928,15.69,16.01,18.09,16.01,17.17
301365,矩阵股份,2026-05-19,True,1.26,1.2577,2.4874,1.2274,35.78,36.23,36.9,35.14,36.67
002963,豪尔赛,2026-05-19,True,2.03,2.0294,6.4434,4.4134,19.71,20.11,21.5,19.73,20.98
603458,勘设股份,2026-05-19,True,2.01,2.0134,-1.8643,-3.8743,13.41,13.68,13.68,12.6,13.16
301266,宇邦新材,2026-05-19,True,1.52,1.516,2.0213,0.5013,37.6,38.17,38.67,37.3,38.36
688173,希荻微,2026-05-19,True,1.4,1.4024,3.0744,1.6744,18.54,18.8,19.23,18.32,19.11
300976,达瑞电子,2026-05-19,True,1.15,1.1531,10.0285,8.8785,77.18,78.07,85.88,78.0,84.92
301489,思泉新材,2026-05-19,True,1.53,1.5326,7.2797,5.7497,261.0,265.0,282.96,243.88,280.0
002247,聚力文化,2026-05-19,True,1.03,1.0345,0.3448,-0.6852,2.9,2.93,2.96,2.86,2.91
002446,盛路通信,2026-05-19,True,2.15,2.1536,1.779,-0.371,10.68,10.91,11.0,10.6,10.87
688565,力源科技,2026-05-19,True,1.57,1.5686,-0.9412,-2.5112,12.75,12.95,12.95,12.45,12.63
300221,银禧科技,2026-05-19,True,2.94,2.9388,1.8776,-1.0624,12.25,12.61,13.15,12.16,12.48
300935,盈建科,2026-05-19,True,1.09,1.0864,8.1749,7.0849,36.82,37.22,39.93,36.08,39.83
603236,移远通信,2026-05-19,True,1.2,1.2048,1.66,0.46,74.7,75.6,76.15,73.72,75.94
688692,达梦数据,2026-05-19,True,1.57,1.5701,3.2285,1.6585,260.49,264.58,271.25,260.0,268.9
300777,中简科技,2026-05-19,True,2.05,2.0479,2.8989,0.8489,37.6,38.37,39.27,37.59,38.69
600633,浙数文化,2026-05-19,True,2.08,2.0785,3.5412,1.4612,12.99,13.26,13.54,13.13,13.45
688586,江航装备,2026-05-19,True,2.11,2.1137,9.3294,7.2194,13.72,14.01,15.1,13.41,15.0
301607,富特科技,2026-05-19,True,1.16,1.1615,2.1918,1.0318,53.38,54.0,55.15,52.86,54.55
603308,应流股份,2026-05-19,True,1.6,1.6025,0.1233,-1.4767,73.01,74.18,74.22,69.9,73.1
688691,灿芯股份,2026-05-19,True,1.68,1.6836,12.988,11.308,108.1,109.92,122.85,106.88,122.14
300649,杭州园林,2026-05-19,True,1.68,1.677,-6.2224,-7.9024,22.66,23.04,23.04,20.92,21.25
301232,飞沃科技,2026-05-19,True,1.18,1.1774,-2.5658,-3.7458,146.93,148.66,149.0,141.0,143.16
688307,DR中润光,2026-05-19,True,1.5,1.5,-3.8261,-5.3261,92.0,93.38,100.3,87.58,88.48
300161,华中数控,2026-05-19,True,1.67,1.672,0.4246,-1.2454,37.68,38.31,38.73,36.97,37.84
301002,崧盛股份,2026-05-19,True,3.74,3.7432,5.2441,1.5041,55.3,57.37,59.48,56.11,58.2
300442,润泽科技,2026-05-19,True,1.52,1.5193,-1.0665,-2.5865,99.39,100.9,100.98,95.7,98.33
688506,百利天恒,2026-05-19,True,1.78,1.7824,-2.1547,-3.9347,252.47,256.97,256.97,244.88,247.03
300342,天银机电,2026-05-19,True,1.03,1.0309,-3.0756,-4.1056,58.2,58.8,58.8,55.7,56.41
688189,南新制药,2026-05-19,True,4.12,4.1165,1.9076,-2.2124,9.96,10.37,10.4,9.72,10.15
920469,富恒新材,2026-05-19,False,2.67,,,,,,,,
603248,锡华科技,2026-05-19,True,1.0,0.9952,0.0,-1.0,31.15,31.46,31.58,30.66,31.15
300461,田中精机,2026-05-19,True,1.51,1.5125,-8.688,-10.198,56.86,57.72,59.44,50.7,51.92
600490,鹏欣资源,2026-05-19,True,2.4,2.399,-0.7576,-3.1576,7.92,8.11,8.13,7.79,7.86
688202,美迪西,2026-05-19,True,1.63,1.626,-7.0993,-8.7293,68.88,70.0,70.85,62.73,63.99
601996,丰林集团,2026-05-19,True,2.0,2.0,2.0,0.0,3.0,3.06,3.17,2.98,3.06
002317,众生药业,2026-05-19,True,1.74,1.7356,4.9844,3.2444,22.47,22.86,24.2,22.47,23.59
300990,同飞股份,2026-05-19,True,1.13,1.1271,1.9116,0.7816,90.5,91.52,92.49,87.59,92.23
603023,威帝股份,2026-05-19,True,1.19,1.1881,-1.3861,-2.5761,5.05,5.11,5.37,4.96,4.98
300401,花园生物,2026-05-19,True,1.85,1.845,1.3284,-0.5216,13.55,13.8,13.8,13.53,13.73
600488,津药药业,2026-05-19,True,-8.56,-8.5578,-4.9128,3.6472,6.31,5.77,6.35,5.77,6.0
300475,香农芯创,2026-05-19,True,-2.24,-2.2382,-2.8145,-0.5745,194.35,190.0,190.9,179.38,188.88
300502,新易盛,2026-05-19,True,-0.07,-0.0683,-4.5706,-4.5006,599.92,599.51,599.91,560.31,572.5
600158,中体产业,2026-05-19,True,-7.62,-7.622,-9.1463,-1.5263,13.12,12.12,12.49,11.81,11.92
002918,蒙娜丽莎,2026-05-19,True,-2.92,-2.9219,0.0,2.92,16.77,16.28,18.05,15.9,16.77
300042,朗科科技,2026-05-19,True,-2.21,-2.2146,-0.6602,1.5498,72.7,71.09,75.77,69.71,72.22
002491,通鼎互联,2026-05-19,True,-2.2,-2.195,0.0,2.2,23.69,23.17,23.83,22.51,23.69
002552,宝鼎科技,2026-05-19,True,8.63,8.6304,9.9887,1.3587,35.34,38.39,38.87,37.89,38.87
601133,柏诚股份,2026-05-19,True,0.0,0.0,-2.3548,-2.3548,31.0,31.0,31.0,28.9,30.27
603938,三孚股份,2026-05-19,True,2.48,2.4758,9.9932,7.5132,44.43,45.53,48.87,44.64,48.87
603726,朗迪集团,2026-05-19,True,-2.19,-2.1891,-5.0415,-2.8515,30.15,29.49,30.0,28.1,28.63
605303,园林股份,2026-05-19,True,0.0,0.0,-4.4483,-4.4483,28.55,28.55,28.8,26.69,27.28
605123,派克新材,2026-05-19,True,1.0,0.9979,-0.2062,-1.2062,121.25,122.46,125.0,119.55,121.0
002888,惠威科技,2026-05-19,True,1.46,1.461,-2.0698,-3.5298,24.64,25.0,25.41,22.8,24.13
002218,拓日新能,2026-05-19,True,1.45,1.4545,1.6364,0.1864,5.5,5.58,5.74,5.51,5.59
603407,长裕集团,2026-05-19,True,-0.42,-0.4229,-2.0052,-1.5852,73.31,73.0,77.3,70.4,71.84
002374,中锐股份,2026-05-19,True,-5.37,-5.3708,-2.5575,2.8125,3.91,3.7,3.97,3.66,3.81
603506,南都物业,2026-05-19,True,0.46,0.4584,1.1459,0.6859,13.09,13.15,13.38,13.0,13.24
600032,浙江新能,2026-05-19,True,-1.61,-1.6057,1.7841,3.3941,11.21,11.03,11.59,10.88,11.41
000062,深圳华强,2026-05-19,True,0.44,0.4371,2.123,1.683,32.03,32.17,32.71,30.95,32.71
603115,海星股份,2026-05-19,True,3.57,3.5667,10.0036,6.4336,83.27,86.24,91.6,81.66,91.6
002877,智能自控,2026-05-19,True,0.0,0.0,1.3086,1.3086,9.17,9.17,9.29,9.15,9.29
603060,国检集团,2026-05-19,True,0.98,0.9818,0.0,-0.98,7.13,7.2,7.28,7.0,7.13
301313,凡拓数创,2026-05-19,True,3.28,3.2812,10.691,7.411,46.02,47.53,54.0,45.5,50.94
600850,电科数字,2026-05-19,True,3.13,3.1281,10.0196,6.8896,20.46,21.1,22.51,21.0,22.51
002927,泰永长征,2026-05-19,True,-1.62,-1.6234,5.2876,6.9076,21.56,21.21,23.5,20.89,22.7
688697,纽威数控,2026-05-19,True,1.13,1.1304,8.8696,7.7396,23.0,23.26,25.97,23.26,25.04
603131,上海沪工,2026-05-19,True,0.17,0.1728,0.0432,-0.1268,23.15,23.19,23.49,22.88,23.16
600131,国网信通,2026-05-19,True,0.22,0.2227,5.1782,4.9582,17.96,18.0,19.06,17.96,18.89
605598,上海港湾,2026-05-19,True,-0.27,-0.2668,-9.9787,-9.7087,56.22,56.07,56.22,50.6,50.61
600847,万里股份,2026-05-19,True,-2.31,-2.3077,3.3136,5.6236,16.9,16.51,17.46,16.32,17.46
603269,海鸥股份,2026-05-19,True,-1.17,-1.1743,-2.3035,-1.1335,22.14,21.88,22.49,21.44,21.63
