date,code,regime,action,risk_flag,amt,edge_old,final,y_excess,y_hold,y_t1close,amt_pct,auction_strength,liquidity,money,pressure_score,weimai_strength,orderbook,low_cost,theme_strength_t0,market_env_score,cashflow_continuity_score,longtou_score,net_pressure,latest_change_pct,source_evidence_score,auction_amount_wan,net_amount_rank,qiangchou_920_925_rank,qiangchou_last_second_rank,deriv.auc_minus_8xopen,deriv.lowopen_strength,deriv.money_x_liq,deriv.amt_x_auc,xr.amt_pct,xr.auction_strength,xr.liquidity,xr.money,xr.pressure_score,xr.weimai_strength,xr.orderbook,xr.low_cost,xr.theme_strength_t0,xr.market_env_score,xr.cashflow_continuity_score,xr.longtou_score,xr.net_pressure,xr.latest_change_pct,xr.source_evidence_score,xr.auction_amount_wan,xr.net_amount_rank,xr.qiangchou_920_925_rank,xr.qiangchou_last_second_rank,xr.deriv.auc_minus_8xopen,xr.deriv.lowopen_strength,xr.deriv.money_x_liq,xr.deriv.amt_x_auc
2026-05-21,000100,"{'label': 'cold', 'reason': 'qx=27.0, dt=4.0, kqxy=0.0, breadth=0.21292460646230324', 'qx_t0': 27.0, 'qx_t1': 32.0, 'dt_t0': 4.0, 'kqxy_t0': 0.0, 'sz_t0': 1028.0, 'xd_t0': 3800.0, 'breadth_t0': 0.21292460646230324, 'lbbx_t0': 3.41, 'lbbx_t1': 4.08, 'ztbx_t0': 1.65, 'promo_t0': None, 'ignored_metrics': ['HSLN', 'PB', 'PBBX']}",BUY,1,98.57143,86.72,64.49,-4.49173,-3.94737,0.22883,98.57143,86.29,100.0,93.71,79.04,39.8,45.0,65.35,20.0,43.56,45.0,0.0,0.00158,3.31,55.82,25425.0,2.0,3.0,11.0,59.81,0.0,93.71,85.05729,99.01235,100.0,90.12346,84.93827,94.32099,99.01235,7.90123,76.54321,0.0,0.0,11.85185,0.0,59.64912,85.39604,99.75309,98.57143,1.75439,33.33333,17.64706,75.74257,0.0,89.87654,100.0
2026-05-21,601991,"{'label': 'cold', 'reason': 'qx=27.0, dt=4.0, kqxy=0.0, breadth=0.21292460646230324', 'qx_t0': 27.0, 'qx_t1': 32.0, 'dt_t0': 4.0, 'kqxy_t0': 0.0, 'sz_t0': 1028.0, 'xd_t0': 3800.0, 'breadth_t0': 0.21292460646230324, 'lbbx_t0': 3.41, 'lbbx_t1': 4.08, 'ztbx_t0': 1.65, 'promo_t0': None, 'ignored_metrics': ['HSLN', 'PB', 'PBBX']}",WATCH,1,98.92857,79.65,36.39,1.98939,-0.14493,-2.2695,98.92857,45.35,100.0,100.0,100.0,0.0,45.0,20.0,20.0,43.56,45.0,0.0,0.00468,-6.5,16.97,33585.0,4.0,,,97.35,45.35,100.0,44.86411,99.25926,96.04938,90.37037,87.40741,95.30864,0.0,8.14815,25.4321,0.24691,0.24691,12.09877,0.24691,91.22807,18.81188,95.55556,98.92857,5.26316,,,97.77228,99.50495,91.60494,98.02469
2026-05-21,300657,"{'label': 'cold', 'reason': 'qx=27.0, dt=4.0, kqxy=0.0, breadth=0.21292460646230324', 'qx_t0': 27.0, 'qx_t1': 32.0, 'dt_t0': 4.0, 'kqxy_t0': 0.0, 'sz_t0': 1028.0, 'xd_t0': 3800.0, 'breadth_t0': 0.21292460646230324, 'lbbx_t0': 3.41, 'lbbx_t1': 4.08, 'ztbx_t0': 1.65, 'promo_t0': None, 'ignored_metrics': ['HSLN', 'PB', 'PBBX']}",WATCH,1,96.42857,79.07,31.06,-6.12403,-3.62486,2.5929,96.42857,45.0,100.0,100.0,100.0,0.0,45.0,29.94,20.0,43.56,45.0,0.0,0.00223,-5.08,11.59,19666.0,12.0,,8.0,85.64,45.0,100.0,43.39286,97.53086,95.55556,90.61728,87.65432,95.55556,0.24691,8.39506,39.25926,0.49383,0.49383,12.34568,0.49383,71.92982,30.69307,94.5679,96.42857,19.29825,,13.72549,93.81188,99.0099,91.85185,97.77778
2026-05-21,600863,"{'label': 'cold', 'reason': 'qx=27.0, dt=4.0, kqxy=0.0, breadth=0.21292460646230324', 'qx_t0': 27.0, 'qx_t1': 32.0, 'dt_t0': 4.0, 'kqxy_t0': 0.0, 'sz_t0': 1028.0, 'xd_t0': 3800.0, 'breadth_t0': 0.21292460646230324, 'lbbx_t0': 3.41, 'lbbx_t1': 4.08, 'ztbx_t0': 1.65, 'promo_t0': None, 'ignored_metrics': ['HSLN', 'PB', 'PBBX']}",WATCH,1,89.28571,78.6,38.15,7.43494,4.05405,-3.40502,89.28571,57.04,100.0,97.85,92.82,0.0,45.0,59.2,20.0,43.56,55.0,0.0,0.00186,3.72,4.37,8021.0,14.0,,,27.28,0.0,97.85,50.92857,92.59259,99.25926,90.8642,86.91358,95.06173,0.49383,8.64198,73.82716,0.74074,0.74074,87.16049,0.74074,64.91228,86.63366,88.88889,89.28571,22.80702,,,42.82178,0.24752,91.11111,99.01235
2026-05-21,600481,"{'label': 'cold', 'reason': 'qx=27.0, dt=4.0, kqxy=0.0, breadth=0.21292460646230324', 'qx_t0': 27.0, 'qx_t1': 32.0, 'dt_t0': 4.0, 'kqxy_t0': 0.0, 'sz_t0': 1028.0, 'xd_t0': 3800.0, 'breadth_t0': 0.21292460646230324, 'lbbx_t0': 3.41, 'lbbx_t1': 4.08, 'ztbx_t0': 1.65, 'promo_t0': None, 'ignored_metrics': ['HSLN', 'PB', 'PBBX']}",WATCH,1,80.35714,77.77,39.15,6.69399,4.65116,-1.92308,80.35714,56.08,100.0,100.0,100.0,0.0,45.0,31.96,20.0,43.56,80.0,0.0,0.00249,6.56,0.76,4580.0,24.0,,,3.6,0.0,100.0,45.06429,86.41975,98.51852,91.11111,87.90123,95.80247,0.74074,8.88889,42.71605,0.98765,0.98765,94.07407,0.98765,73.68421,91.08911,83.20988,80.35714,40.35088,,,20.79208,0.49505,92.09877,98.2716
2026-05-21,000417,"{'label': 'cold', 'reason': 'qx=27.0, dt=4.0, kqxy=0.0, breadth=0.21292460646230324', 'qx_t0': 27.0, 'qx_t1': 32.0, 'dt_t0': 4.0, 'kqxy_t0': 0.0, 'sz_t0': 1028.0, 'xd_t0': 3800.0, 'breadth_t0': 0.21292460646230324, 'lbbx_t0': 3.41, 'lbbx_t1': 4.08, 'ztbx_t0': 1.65, 'promo_t0': None, 'ignored_metrics': ['HSLN', 'PB', 'PBBX']}",WATCH,1,77.14286,77.26,32.03,-12.27702,-2.29008,9.98926,77.14286,45.0,100.0,100.0,100.0,0.0,90.0,49.33,20.0,43.56,80.0,0.0,0.00501,-2.31,24.72,4110.0,27.0,,,63.48,45.0,100.0,34.71429,84.19753,95.80247,91.35802,88.14815,96.04938,0.98765,99.75309,64.69136,1.23457,1.23457,94.32099,1.23457,94.73684,53.46535,98.02469,77.14286,45.61404,,,79.70297,99.25743,92.34568,95.55556
2026-05-21,002428,"{'label': 'cold', 'reason': 'qx=27.0, dt=4.0, kqxy=0.0, breadth=0.21292460646230324', 'qx_t0': 27.0, 'qx_t1': 32.0, 'dt_t0': 4.0, 'kqxy_t0': 0.0, 'sz_t0': 1028.0, 'xd_t0': 3800.0, 'breadth_t0': 0.21292460646230324, 'lbbx_t0': 3.41, 'lbbx_t1': 4.08, 'ztbx_t0': 1.65, 'promo_t0': None, 'ignored_metrics': ['HSLN', 'PB', 'PBBX']}",WATCH,1,94.28571,76.93,36.94,-9.6044,-5.87854,3.93795,94.28571,48.39,100.0,96.12,87.07,0.0,45.0,10.13,20.0,43.56,30.0,0.0,0.00174,-7.91,18.88,15233.0,5.0,,10.0,111.67,48.39,96.12,45.62486,96.04938,97.28395,91.60494,85.67901,94.81481,1.23457,9.1358,16.54321,1.48148,1.48148,0.0,1.48148,63.15789,10.89109,96.54321,94.28571,7.01754,,15.68627,99.75248,100.0,90.8642,98.51852
2026-05-21,601678,"{'label': 'cold', 'reason': 'qx=27.0, dt=4.0, kqxy=0.0, breadth=0.21292460646230324', 'qx_t0': 27.0, 'qx_t1': 32.0, 'dt_t0': 4.0, 'kqxy_t0': 0.0, 'sz_t0': 1028.0, 'xd_t0': 3800.0, 'breadth_t0': 0.21292460646230324, 'lbbx_t0': 3.41, 'lbbx_t1': 4.08, 'ztbx_t0': 1.65, 'promo_t0': None, 'ignored_metrics': ['HSLN', 'PB', 'PBBX']}",WATCH,1,85.35714,75.35,0.0,-3.74415,-1.29032,2.68456,85.35714,37.61,100.0,100.0,100.0,0.0,45.0,16.36,20.0,43.56,45.0,0.0,0.00213,-7.02,0.59,5994.0,25.0,,,93.77,37.61,100.0,32.10282,89.87654,92.34568,91.85185,88.39506,96.2963,1.48148,9.38272,22.46914,1.7284,1.7284,12.59259,1.7284,68.42105,16.08911,82.22222,85.35714,42.10526,,,97.27723,96.78218,92.59259,93.08642
2026-05-21,600758,"{'label': 'cold', 'reason': 'qx=27.0, dt=4.0, kqxy=0.0, breadth=0.21292460646230324', 'qx_t0': 27.0, 'qx_t1': 32.0, 'dt_t0': 4.0, 'kqxy_t0': 0.0, 'sz_t0': 1028.0, 'xd_t0': 3800.0, 'breadth_t0': 0.21292460646230324, 'lbbx_t0': 3.41, 'lbbx_t1': 4.08, 'ztbx_t0': 1.65, 'promo_t0': None, 'ignored_metrics': ['HSLN', 'PB', 'PBBX']}",WATCH,1,70.35714,75.3,37.72,4.14938,-2.10084,-6.04839,70.35714,53.76,100.0,100.0,100.0,0.0,45.0,71.5,20.0,43.56,45.0,0.0,0.00321,2.9,0.0,3007.0,50.0,,,30.56,0.0,100.0,37.824,79.50617,98.02469,92.09877,88.64198,96.54321,1.7284,9.62963,82.46914,1.97531,1.97531,12.83951,1.97531,82.45614,83.16832,0.0,70.35714,84.21053,,,47.0297,0.74257,92.83951,96.2963
2026-05-21,600903,"{'label': 'cold', 'reason': 'qx=27.0, dt=4.0, kqxy=0.0, breadth=0.21292460646230324', 'qx_t0': 27.0, 'qx_t1': 32.0, 'dt_t0': 4.0, 'kqxy_t0': 0.0, 'sz_t0': 1028.0, 'xd_t0': 3800.0, 'breadth_t0': 0.21292460646230324, 'lbbx_t0': 3.41, 'lbbx_t1': 4.08, 'ztbx_t0': 1.65, 'promo_t0': None, 'ignored_metrics': ['HSLN', 'PB', 'PBBX']}",WATCH,1,79.28571,75.14,0.0,7.12106,12.16362,4.3043,79.28571,43.41,100.0,100.0,100.0,0.0,45.0,90.55,20.0,43.56,55.0,0.0,0.00532,1.63,0.0,4495.0,31.0,,,30.37,43.41,100.0,34.41793,85.67901,94.81481,92.34568,88.88889,96.79012,1.97531,9.87654,93.08642,2.22222,2.22222,87.40741,2.22222,96.49123,80.19802,0.24691,79.28571,52.63158,,,46.28713,98.51485,93.08642,95.30864
2026-05-21,000725,"{'label': 'cold', 'reason': 'qx=27.0, dt=4.0, kqxy=0.0, breadth=0.21292460646230324', 'qx_t0': 27.0, 'qx_t1': 32.0, 'dt_t0': 4.0, 'kqxy_t0': 0.0, 'sz_t0': 1028.0, 'xd_t0': 3800.0, 'breadth_t0': 0.21292460646230324, 'lbbx_t0': 3.41, 'lbbx_t1': 4.08, 'ztbx_t0': 1.65, 'promo_t0': None, 'ignored_metrics': ['HSLN', 'PB', 'PBBX']}",WATCH,1,100.0,75.08,42.24,0.0,10.02132,10.02132,100.0,63.97,100.0,100.0,100.0,46.0,85.0,0.19,20.0,43.56,80.0,0.0,0.00201,10.09,58.32,56641.0,1.0,,,-16.75,0.0,100.0,63.97,100.0,99.75309,92.59259,89.1358,97.03704,100.0,98.76543,5.67901,2.46914,2.46914,94.5679,2.46914,66.66667,99.0099,100.0,100.0,0.0,,,11.88119,0.9901,93.33333,99.75309
2026-05-21,002081,"{'label': 'cold', 'reason': 'qx=27.0, dt=4.0, kqxy=0.0, breadth=0.21292460646230324', 'qx_t0': 27.0, 'qx_t1': 32.0, 'dt_t0': 4.0, 'kqxy_t0': 0.0, 'sz_t0': 1028.0, 'xd_t0': 3800.0, 'breadth_t0': 0.21292460646230324, 'lbbx_t0': 3.41, 'lbbx_t1': 4.08, 'ztbx_t0': 1.65, 'promo_t0': None, 'ignored_metrics': ['HSLN', 'PB', 'PBBX']}",WATCH,1,82.5,74.34,0.0,-6.60225,-2.94118,4.02802,82.5,35.36,100.0,100.0,100.0,0.0,45.0,9.15,20.0,43.56,45.0,0.0,0.00217,-8.05,0.0,5239.0,40.0,,,99.76,35.36,100.0,29.172,87.90123,88.14815,92.83951,89.38272,97.28395,2.22222,10.12346,16.04938,2.71605,2.71605,13.08642,2.71605,70.17544,10.39604,0.49383,82.5,68.42105,,,98.51485,93.31683,93.58025,89.87654
2026-05-21,688603,"{'label': 'cold', 'reason': 'qx=27.0, dt=4.0, kqxy=0.0, breadth=0.21292460646230324', 'qx_t0': 27.0, 'qx_t1': 32.0, 'dt_t0': 4.0, 'kqxy_t0': 0.0, 'sz_t0': 1028.0, 'xd_t0': 3800.0, 'breadth_t0': 0.21292460646230324, 'lbbx_t0': 3.41, 'lbbx_t1': 4.08, 'ztbx_t0': 1.65, 'promo_t0': None, 'ignored_metrics': ['HSLN', 'PB', 'PBBX']}",WATCH,1,81.07143,74.05,0.0,-16.5692,2.28743,20.0,81.07143,35.36,100.0,100.0,100.0,0.0,45.0,35.26,20.0,43.56,45.0,0.0,0.00268,-4.32,0.0,4716.0,36.0,,,69.92,35.36,100.0,28.66686,86.91358,88.39506,93.08642,89.62963,97.53086,2.46914,10.37037,45.92593,2.96296,2.96296,13.33333,2.96296,75.4386,36.88119,0.74074,81.07143,61.40351,,,84.40594,93.56436,93.82716,89.62963
2026-05-21,002782,"{'label': 'cold', 'reason': 'qx=27.0, dt=4.0, kqxy=0.0, breadth=0.21292460646230324', 'qx_t0': 27.0, 'qx_t1': 32.0, 'dt_t0': 4.0, 'kqxy_t0': 0.0, 'sz_t0': 1028.0, 'xd_t0': 3800.0, 'breadth_t0': 0.21292460646230324, 'lbbx_t0': 3.41, 'lbbx_t1': 4.08, 'ztbx_t0': 1.65, 'promo_t0': None, 'ignored_metrics': ['HSLN', 'PB', 'PBBX']}",WATCH,1,76.07143,72.96,0.0,-7.11697,-4.90777,2.37589,76.07143,35.36,100.0,100.0,100.0,0.0,45.0,15.94,20.0,43.56,55.0,0.0,0.00318,-7.08,0.0,3809.0,35.0,,,92.0,35.36,100.0,26.89886,83.45679,88.64198,93.33333,89.87654,97.77778,2.71605,10.61728,21.97531,3.20988,3.20988,87.65432,3.20988,80.70175,15.84158,0.98765,76.07143,59.64912,,,97.0297,93.81188,94.07407,87.90123
2026-05-21,300164,"{'label': 'cold', 'reason': 'qx=27.0, dt=4.0, kqxy=0.0, breadth=0.21292460646230324', 'qx_t0': 27.0, 'qx_t1': 32.0, 'dt_t0': 4.0, 'kqxy_t0': 0.0, 'sz_t0': 1028.0, 'xd_t0': 3800.0, 'breadth_t0': 0.21292460646230324, 'lbbx_t0': 3.41, 'lbbx_t1': 4.08, 'ztbx_t0': 1.65, 'promo_t0': None, 'ignored_metrics': ['HSLN', 'PB', 'PBBX']}",WATCH,1,75.71429,72.89,0.0,-7.30769,-6.95652,0.59829,75.71429,35.36,100.0,100.0,100.0,0.0,45.0,0.0,20.0,43.56,80.0,0.0,0.00283,-10.0,0.0,3723.0,38.0,,,115.36,35.36,100.0,26.77257,83.20988,88.88889,93.58025,90.12346,98.02469,2.96296,10.8642,0.0,3.45679,3.45679,94.81481,3.45679,77.19298,1.9802,1.23457,75.71429,64.91228,,,100.0,94.05941,94.32099,87.65432
2026-05-21,300323,"{'label': 'cold', 'reason': 'qx=27.0, dt=4.0, kqxy=0.0, breadth=0.21292460646230324', 'qx_t0': 27.0, 'qx_t1': 32.0, 'dt_t0': 4.0, 'kqxy_t0': 0.0, 'sz_t0': 1028.0, 'xd_t0': 3800.0, 'breadth_t0': 0.21292460646230324, 'lbbx_t0': 3.41, 'lbbx_t1': 4.08, 'ztbx_t0': 1.65, 'promo_t0': None, 'ignored_metrics': ['HSLN', 'PB', 'PBBX']}",WATCH,1,95.35714,72.39,40.13,-10.14663,-8.60215,-0.16017,95.35714,57.68,100.0,100.0,100.0,39.0,85.0,2.35,20.0,43.56,45.0,0.0,0.00359,9.85,42.49,17483.0,7.0,,,-21.12,0.0,100.0,55.002,96.79012,99.50617,93.82716,90.37037,98.2716,98.2716,99.01235,10.8642,3.7037,3.7037,13.58025,3.7037,85.96491,95.0495,99.50617,95.35714,10.52632,,,10.64356,1.23762,94.5679,99.50617
2026-05-21,600707,"{'label': 'cold', 'reason': 'qx=27.0, dt=4.0, kqxy=0.0, breadth=0.21292460646230324', 'qx_t0': 27.0, 'qx_t1': 32.0, 'dt_t0': 4.0, 'kqxy_t0': 0.0, 'sz_t0': 1028.0, 'xd_t0': 3800.0, 'breadth_t0': 0.21292460646230324, 'lbbx_t0': 3.41, 'lbbx_t1': 4.08, 'ztbx_t0': 1.65, 'promo_t0': None, 'ignored_metrics': ['HSLN', 'PB', 'PBBX']}",WATCH,1,91.78571,71.54,38.11,-0.09625,-2.88714,-2.8021,91.78571,56.97,100.0,100.0,100.0,39.2,85.0,1.81,20.0,43.56,45.0,0.0,0.00486,9.91,40.16,10420.0,6.0,,,-22.31,0.0,100.0,52.29032,94.32099,99.01235,94.07407,90.61728,98.51852,98.51852,99.25926,9.87654,3.95062,3.95062,13.82716,3.95062,92.98246,95.54455,99.25926,91.78571,8.77193,,,9.65347,1.48515,94.81481,99.25926
2026-05-21,603206,"{'label': 'cold', 'reason': 'qx=27.0, dt=4.0, kqxy=0.0, breadth=0.21292460646230324', 'qx_t0': 27.0, 'qx_t1': 32.0, 'dt_t0': 4.0, 'kqxy_t0': 0.0, 'sz_t0': 1028.0, 'xd_t0': 3800.0, 'breadth_t0': 0.21292460646230324, 'lbbx_t0': 3.41, 'lbbx_t1': 4.08, 'ztbx_t0': 1.65, 'promo_t0': None, 'ignored_metrics': ['HSLN', 'PB', 'PBBX']}",WATCH,1,87.5,71.05,0.0,4.0399,-2.20853,-6.1144,87.5,33.56,78.0,100.0,100.0,0.0,45.0,97.75,20.0,43.56,45.0,0.0,0.01305,1.15,1.7,6894.0,20.0,,,24.36,33.56,78.0,29.365,91.35802,86.91358,87.16049,90.8642,98.76543,3.20988,11.11111,97.28395,4.19753,4.19753,14.07407,4.19753,100.0,77.72277,85.67901,87.5,33.33333,,,39.60396,92.32673,88.39506,90.12346
2026-05-21,603186,"{'label': 'cold', 'reason': 'qx=27.0, dt=4.0, kqxy=0.0, breadth=0.21292460646230324', 'qx_t0': 27.0, 'qx_t1': 32.0, 'dt_t0': 4.0, 'kqxy_t0': 0.0, 'sz_t0': 1028.0, 'xd_t0': 3800.0, 'breadth_t0': 0.21292460646230324, 'lbbx_t0': 3.41, 'lbbx_t1': 4.08, 'ztbx_t0': 1.65, 'promo_t0': None, 'ignored_metrics': ['HSLN', 'PB', 'PBBX']}",WATCH,1,78.57143,70.31,0.0,-6.52689,3.1828,10.00178,78.57143,37.46,100.0,94.13,80.42,0.0,45.0,66.4,20.0,43.56,30.0,0.0,0.00161,-1.24,0.0,4420.0,37.0,,,47.38,37.46,94.13,29.43286,85.18519,91.85185,94.32099,85.18519,94.5679,3.45679,11.35802,77.53086,4.44444,4.44444,0.24691,4.44444,61.40351,62.12871,1.48148,78.57143,63.15789,,,64.10891,96.28713,90.37037,90.37037
2026-05-21,300166,"{'label': 'cold', 'reason': 'qx=27.0, dt=4.0, kqxy=0.0, breadth=0.21292460646230324', 'qx_t0': 27.0, 'qx_t1': 32.0, 'dt_t0': 4.0, 'kqxy_t0': 0.0, 'sz_t0': 1028.0, 'xd_t0': 3800.0, 'breadth_t0': 0.21292460646230324, 'lbbx_t0': 3.41, 'lbbx_t1': 4.08, 'ztbx_t0': 1.65, 'promo_t0': None, 'ignored_metrics': ['HSLN', 'PB', 'PBBX']}",WATCH,1,82.14286,67.8,0.0,-9.97543,-7.16707,2.95381,82.14286,36.29,100.0,89.05,63.5,0.0,45.0,6.0,20.0,43.56,30.0,0.0,0.00127,-8.5,3.56,4960.0,32.0,,12.0,104.29,36.29,89.05,29.80964,87.65432,91.11111,94.5679,84.44444,93.58025,3.7037,11.60494,13.08642,4.69136,4.69136,0.49383,4.69136,54.38596,7.67327,88.64198,82.14286,54.38596,,19.60784,99.50495,96.0396,88.88889,91.35802
2026-05-21,603779,"{'label': 'cold', 'reason': 'qx=27.0, dt=4.0, kqxy=0.0, breadth=0.21292460646230324', 'qx_t0': 27.0, 'qx_t1': 32.0, 'dt_t0': 4.0, 'kqxy_t0': 0.0, 'sz_t0': 1028.0, 'xd_t0': 3800.0, 'breadth_t0': 0.21292460646230324, 'lbbx_t0': 3.41, 'lbbx_t1': 4.08, 'ztbx_t0': 1.65, 'promo_t0': None, 'ignored_metrics': ['HSLN', 'PB', 'PBBX']}",WATCH,1,87.14286,67.01,33.77,0.0,-9.98623,-9.98623,87.14286,49.62,90.0,100.0,100.0,35.2,85.0,1.0,20.0,43.56,45.0,0.0,0.00381,10.0,39.33,6574.0,51.0,,,-30.38,0.0,90.0,43.24029,91.11111,97.53086,88.64198,91.11111,99.01235,96.54321,99.50617,7.40741,4.93827,4.93827,14.32099,4.93827,87.7193,97.0297,98.76543,87.14286,85.96491,,,7.42574,1.73267,89.1358,97.53086
2026-05-21,300776,"{'label': 'cold', 'reason': 'qx=27.0, dt=4.0, kqxy=0.0, breadth=0.21292460646230324', 'qx_t0': 27.0, 'qx_t1': 32.0, 'dt_t0': 4.0, 'kqxy_t0': 0.0, 'sz_t0': 1028.0, 'xd_t0': 3800.0, 'breadth_t0': 0.21292460646230324, 'lbbx_t0': 3.41, 'lbbx_t1': 4.08, 'ztbx_t0': 1.65, 'promo_t0': None, 'ignored_metrics': ['HSLN', 'PB', 'PBBX']}",WATCH,1,88.92857,65.82,37.5,-6.05217,0.37179,6.30007,88.92857,55.93,100.0,100.0,0.0,2.4,45.0,77.95,20.0,43.56,30.0,0.0,,2.47,0.37,7773.0,,,,36.17,0.0,100.0,49.73775,92.34568,98.2716,94.81481,91.35802,0.0,76.54321,11.85185,87.65432,5.18519,5.18519,0.74074,5.18519,,82.42574,81.23457,88.92857,,,,52.9703,1.9802,95.06173,98.76543
2026-05-21,000636,"{'label': 'cold', 'reason': 'qx=27.0, dt=4.0, kqxy=0.0, breadth=0.21292460646230324', 'qx_t0': 27.0, 'qx_t1': 32.0, 'dt_t0': 4.0, 'kqxy_t0': 0.0, 'sz_t0': 1028.0, 'xd_t0': 3800.0, 'breadth_t0': 0.21292460646230324, 'lbbx_t0': 3.41, 'lbbx_t1': 4.08, 'ztbx_t0': 1.65, 'promo_t0': None, 'ignored_metrics': ['HSLN', 'PB', 'PBBX']}",WATCH,1,86.07143,65.19,0.0,-1.97059,7.88644,10.0,86.07143,38.44,74.0,85.46,51.54,38.0,45.0,93.85,20.0,43.56,30.0,0.0,0.00103,0.59,10.99,6417.0,16.0,,6.0,33.72,38.44,63.2404,33.08586,90.37037,92.83951,76.54321,82.96296,92.59259,97.77778,12.09877,95.55556,5.4321,5.4321,0.98765,5.4321,47.36842,74.0099,94.32099,86.07143,26.31579,,9.80392,50.74257,97.0297,82.71605,94.32099
2026-05-21,002156,"{'label': 'cold', 'reason': 'qx=27.0, dt=4.0, kqxy=0.0, breadth=0.21292460646230324', 'qx_t0': 27.0, 'qx_t1': 32.0, 'dt_t0': 4.0, 'kqxy_t0': 0.0, 'sz_t0': 1028.0, 'xd_t0': 3800.0, 'breadth_t0': 0.21292460646230324, 'lbbx_t0': 3.41, 'lbbx_t1': 4.08, 'ztbx_t0': 1.65, 'promo_t0': None, 'ignored_metrics': ['HSLN', 'PB', 'PBBX']}",WATCH,1,97.5,64.89,0.0,-3.59666,-0.875,2.72021,97.5,42.65,100.0,100.0,0.0,0.6,45.0,72.55,20.0,43.56,55.0,0.0,,-0.83,4.53,22053.0,,,,49.29,42.65,100.0,41.58375,98.2716,94.5679,95.06173,91.60494,0.24691,75.06173,12.34568,83.45679,5.67901,5.67901,87.90123,5.67901,,66.33663,89.1358,97.5,,,,65.84158,98.26733,95.30864,97.28395
2026-05-21,002759,"{'label': 'cold', 'reason': 'qx=27.0, dt=4.0, kqxy=0.0, breadth=0.21292460646230324', 'qx_t0': 27.0, 'qx_t1': 32.0, 'dt_t0': 4.0, 'kqxy_t0': 0.0, 'sz_t0': 1028.0, 'xd_t0': 3800.0, 'breadth_t0': 0.21292460646230324, 'lbbx_t0': 3.41, 'lbbx_t1': 4.08, 'ztbx_t0': 1.65, 'promo_t0': None, 'ignored_metrics': ['HSLN', 'PB', 'PBBX']}",WATCH,1,80.71429,63.78,0.0,-4.3264,-4.11609,0.05507,80.71429,40.89,100.0,100.0,0.0,34.4,45.0,76.75,20.0,43.56,45.0,0.0,,-0.55,0.16,4698.0,,,,45.29,40.89,100.0,33.00407,86.66667,93.82716,95.30864,91.85185,0.49383,96.04938,12.59259,86.41975,5.92593,5.92593,14.5679,5.92593,,68.81188,79.75309,80.71429,,,,61.38614,97.77228,95.55556,93.82716
2026-05-21,600578,"{'label': 'cold', 'reason': 'qx=27.0, dt=4.0, kqxy=0.0, breadth=0.21292460646230324', 'qx_t0': 27.0, 'qx_t1': 32.0, 'dt_t0': 4.0, 'kqxy_t0': 0.0, 'sz_t0': 1028.0, 'xd_t0': 3800.0, 'breadth_t0': 0.21292460646230324, 'lbbx_t0': 3.41, 'lbbx_t1': 4.08, 'ztbx_t0': 1.65, 'promo_t0': None, 'ignored_metrics': ['HSLN', 'PB', 'PBBX']}",WATCH,1,90.0,63.71,0.0,15.45699,16.92745,0.489,90.0,44.69,100.0,100.0,100.0,0.0,45.0,1.45,20.0,43.56,45.0,0.0,0.00329,9.95,7.65,8796.0,10.0,,,-34.91,0.0,100.0,40.221,93.08642,95.30864,95.55556,92.09877,99.25926,3.95062,12.83951,9.62963,6.17284,6.17284,14.81481,6.17284,84.21053,95.79208,92.34568,90.0,15.78947,,,6.93069,2.22772,95.80247,96.79012
2026-05-21,000021,"{'label': 'cold', 'reason': 'qx=27.0, dt=4.0, kqxy=0.0, breadth=0.21292460646230324', 'qx_t0': 27.0, 'qx_t1': 32.0, 'dt_t0': 4.0, 'kqxy_t0': 0.0, 'sz_t0': 1028.0, 'xd_t0': 3800.0, 'breadth_t0': 0.21292460646230324, 'lbbx_t0': 3.41, 'lbbx_t1': 4.08, 'ztbx_t0': 1.65, 'promo_t0': None, 'ignored_metrics': ['HSLN', 'PB', 'PBBX']}",WATCH,1,92.14286,63.5,0.0,-5.46896,-1.84703,3.73935,92.14286,28.96,74.0,88.51,61.68,0.0,45.0,38.13,20.0,43.56,45.0,0.0,0.00123,-3.91,6.67,10543.0,11.0,,,60.24,28.96,65.4974,26.68457,94.5679,84.19753,76.79012,84.19753,93.33333,4.19753,13.08642,49.38272,6.41975,6.41975,15.06173,6.41975,52.63158,40.09901,91.60494,92.14286,17.54386,,,76.23762,90.59406,83.20988,87.40741
